391|En vuelo final|27-12-2002|Johnson, Héctor|Argentina|Madera|391.JPG|DMRE||Tercer Premio - Segundo Concurso Nacional de Escultura en Madera|||
392|Totem|27-12-2002|Dompé, Hernán|Argentina|Madera|392.JPG|Güemes 200 - Hotel Covadonga|-27.450584,-58.983902|Primer Premio - Primer Concurso Nacional de Escultura en Madera|||
393|Seducción II|27-12-2002|Nardi, Rodolfo|Argentina|Madera|393.JPG|Av. Las Heras 95 - Dirección General de Rentas||Segundo Premio - Cuarto Concurso Nacional de Escultura en Madera|||
394|Destrucción del Edén II||Ferrer, Francisco|Argentina|Madera|394.JPG|Av. Laprida y Av. Sarmiento - Colegio Lino Torres|-27.444485,-58.979467|Segundo Premio - Quinto Concurso Nacional de Escultura en Madera|||
395|Con los pies en la tierra y la nariz en el cielo|00-12-2002|Skubich, Roger|Francia|Madera de urunday|395.JPG|DMRE||Premio del Público y de los Niños - Segundo Concurso Internacional de Escultura en Madera|||
396|Estructura para una idea||Sastre, Melquiades|Puerto Rico|Madera|396.JPG|Av. Laprida y Av. Sarmiento - Colegio Lino Torres|-27.44443,-58.979432||||
397|Soldado de corazón|00-12-2002|Higa, Haroldo|Perú|Madera de cedro colorado misionero|397.JPG|Ruta Nicolas Avellaneda - Hotel Del Pomar|-27.42974,-58.939459||||
398|Ola|00-09-2000|Valdéz, Francisco|Argentina|Piedra|398.JPG|Plazoleta René Favaloro|-27.433777,-58.97974||||
399|Sirena del amanecer|30-12-2002|Gerdes, Rosemary|Argentina|Cemento|399.JPG|Pueyrredón 820|-27.443022,-58.9809||||
400|Cara o cruz|31-12-2002|Warwick, Mark|U.S.A.|Mármol travertino|400.JPG|Av. De los Inmigrantes 1001 - Museum|-27.437339,-58.980706||||
401|Después de la masacre de…||Fabriciano|Argentina|Madera y metal|401.JPG|Julio A. Roca 1741|-27.438048,-59.00328||||
402|||Bancalari, Andres|Argentina|Cemento|402.JPG|Frondizi 1014|-27.459972,-58.994718||||
403|Victoria||Cortéz, Juan Carlos|Argentina|Metal|403.JPG|Peatonal Arturo Illía 97|-27.453465,-58.98742||||
404|Puerta de los cielos|1-4-2003|De Bueno, Oscar|Argentina|Hierro, acero, quebracho y piedra|404.JPG|Av. Sarmiento 700|-27.445791,-58.980591||||
405|Mama quilla|19-5-2003|Cisterna, Jorge|Argentina|Madera|405.JPG|Güemes 200|-27.450535,-58.983837|Premio de Escultores, Segundo Concurso Nacional de Escultura en Madera|||
406|Unión|00-12-2000|Mariano Vilella|España|Mármol travertino|406.JPG|Pellegrini 499|-27.44895,-58.980435||||
407|Los Dueños de la Tierra|10-10-2003|Mimo Eidman|Argentina|Madera y hierro|407.JPG|Monteagudo 695|-27.450404,-58.975288||||
408|Opresión|00-08-2000|Acosta, Miguel Angel|Argentina|Mármol travertino -  Hierro|408.JPG|Franklin 2100, EGB Nº 706|-27.472929,-58.972549|Tercer Premio, Bienal de Escultura.|||
409|Almafuerte||Blotta, Erminio|Argentina|Bronce|409.JPG|Brown 350 - El Fogón de los Arrieros|-27.452397,-58.981728||||
410|Sin Titulo|17-12-2012|Zulema Adaime|Argentina|Hierro|410.JPG|Dónovan 368|-27.450866,-58.993122||||
411|El Guardián|14-1-2004|Abt, David|Argentina|Chapa|411.JPG|Padre Cerqueira 115|-27.44338,-58.997443||||
412|San Alfonso||Desconocido|Desconocido|Cemento|412.JPG|Av. Italia 1401|-27.44409,-58.969975||||
413|Columnas||Fabriciano|Argentina|Marmol Travertino|413.JPG|Julio A. Roca 1741|||||No se encuentra accesible
414|Equilibrio Diagonal I||Fabriciano|Argentina|Desconocido|414.JPG|Julio A. Roca 1741|-27.438091,-59.00333||||
415|Amanecer en el río|00-00-1999|Fabriciano|Argentina|Metal|415.JPG|Concepción del Bermejo 1353|-27.432716,-58.984585||||
416|City|24-4-2008|Russu, Liviu|Rumania|Mármol travertino|416.JPG|Av. de los inmigrantes  200 al 300|-27.438915,-58.981771||||
417|Detalle|20-1-2004|López, Carlos|Desconocido|Madera|417.JPG|Marcelo T. de Alvear 145, Casa de Gobierno. |-27.449688,-58.987026||||
418|Crucificción||Fabriciano|Argentina|Mármol|418.JPG|Av. 25 de Mayo  1575 - Capilla Sagrado Corazón|-27.438788,-59.000676||||
419|La paz de nuestros dias||Monge, Carlos|México|Madera|419.JPG|Av. Italia 150 - Municipalidad de Resistencia.|-27.454056,-58.980497|Premio Joyería Razetto, Primer Concurso Trienal Internacional de Escultura en Madera|||
420|Fusión|13-7-2005|Saavedra Geuer, León|Bolivia|Madera y chapa|420.JPG|Av. De los Inmigrantes 1001 - Museum|-27.437641,-58.981315|Primer Premio, Bienal del Chaco 2002|||
421|Homenaje a los caidos en Malvinas|10-6-2004|Fabriciano|Argentina|Hormigón armando y metal|421.jpg|Av. Sarmiento 3000|-27.423776,-58.9588||||
422|Microcosmos|21-10-2004|Saavedra Geuer, León|Bolivia|Acero y mármol|422.JPG|Av. Alberdi 200|-27.452694,-58.988286||||
423|Mujer-Paz|29-11-2004|Mimo Eidman|Argentina|Resina|423.JPG|Av. Rivadavia 430|-27.443928,-58.985928||||
424|Madre de la tierra|5-1-2005|Juan, Elizabeth|Austria|Mármol travertino|424.JPG|Av. Sarmiento 355|-27.448329,-58.983573||||
425|Plenitud||Simoni, Mariana|Argentina|Hierro|425.JPG|Av. Nicolás Rojas Acosta 99|-27.459692,-58.974953||||
426|Danae|11-3-2005|Encina, Mirian|Argentina|Cemento|426.JPG|Av. Nicolás Rojas Acosta 100 al 200|-27.459147,-58.974242||||
427|Futuro|0-0-2005|Fabriciano|Argentina|Granito y metal|427.JPG|Brasilia e Issaias - EEGB 1030|-27.454755,-59.029008||||
428|Esfuerzos compartidos|15-3-2005|Beckelmann, Gustavo|Paraguay|Madera y metal|428.JPG|Mitre 802|-27.443735,-58.980309|Tercer Premio, Bienal del Chaco|||
429|La asunción de la virgen|0-0-1971|Torre, Eddie|Argentina|Chapa batida|429.JPG|Asunción 685 - Parroquia Nuestra Señora de la Asunción.|-27.44477,-58.968239||||
430|San Lucas|0-0-1971|Torre, Eddie|Argentina|Chapa batida|430.JPG|Asunción 685 - Parroquia Nuestra Señora de la Asunción.|-27.444923,-58.9684||||
431|El dragón a los pies de San Juan|0-0-1971|Torre, Eddie|Argentina|Chapa batida|431.JPG|Asunción 685 - Parroquia Nuestra Señora de la Asunción.|-27.444887,-58.968102||||
432|Hacia ellos|1-6-2005|Fabriciano|Argentina|Mármol, bronce y granito|432.JPG|Mitre y Santa Fe|-27.448912,-58.985679||||
433|Semilla|1-8-2005|Beckelmann, Gustavo|Paraguay|Mármol travertino|433.JPG|Don Bosco 637|-27.453718,-58.978279||||
434|Juana sin techo|16-11-2005|Gaggini, Guillermo|Argentina|Madera y metal|434.JPG|Av. Avalos y Av. Rivadavia|-27.440931,-58.989265|Premio del Público y de los Niños, Bienal del Chaco|||
435|Ana María|30-12-2005|Wilde, José Antonio|Argentina|Cemento|435.JPG|Ameghino 646|-27.459316,-58.98436||||
436|Cuna|8-3-2006|Cabral, Taty|Argentina|Cemento|436.JPG|Av. Nicolás Rojas Acosta 300|-27.457911,-58.97285||||
437|El Migrante|17-7-2006|Shiroma, Aldo|Perú|Mármol travertino|437.JPG|French 1|-27.454146,-58.982852|Premio del Público y de los Niños, Bienal Internacional de Escultura 2004|||
438|Germinación II|20-7-2006|Tulian, Chalo|Argentina|Metal - Madera|438.JPG|Av. Sarmiento 400 |-27.447938,-58.982964||||
439|Moonrise|19-7-2006|Jubran, Hanna|U.S.A.|Mármol travertino|439.JPG|Santa Fe 88|-27.448893,-58.985427|Tercer Premio, Bienal Internacional de Escultura 2004|||
440|Development|19-7-2006|Vassilev, Milen|Bulgaria|Mármol travertino|440.JPG|Santa Fe 88|-27.448833,-58.985515|Premio Fondo Nacional de las Artes, Bienal Internacional de Escultura 2004|||
441|Lotus plan|24-7-2006|Hasegawa, Masahiro|Japón|Metal|441.JPG|Av. De los Inmigrantes 1001 - Museum|-27.43776,-58.981431|Tercer Puesto y Premio de Escultores, Bienal Internacional de Escultura 2006|||
442|Song of wind: Crescendo|24-7-2006|Lyons, Michael|Inglaterra|Metal|442.JPG|Av. De los Inmigrantes 1001 - Museum|-27.44062605257932,-58.98381471633911|Premio Fondo Nacional de las Artes, Bienal Internacional de Escultura 2006|||
443|The symphony of the sky and ground - Music of Spheres|24-7-2006|Golovkov, Vladimir|Rusia|Metal|443.JPG|Av. Alvear 2000|-27.442478,-59.010798|Premio Repsol Y.P.F., Bienal Internacional de Escultura 2006|||
444|Melodía en fuga|24-7-2006|Ceolin, Leonardo|Brasil|Metal|444.JPG|Av. De los Inmigrantes 1001 - Museum|-27.437381,-58.981524|Premio Telecom Argentina S.A., Bienal Internacional de Escultura 2006|||
445|Música|24-7-2006|Spanhiel, Jan Eduard|República Checa|Metal|445.JPG|Av. De los Inmigrantes 1001 - Museum|-27.437184,-58.980875|Premio Libertad S.A., Bienal Internacional de Escultura 2006|||
446|Homenaje a Federico Moura|24-7-2006|Pezzani, Juan|Argentina|Metal|446.JPG|Av. La valle 489|-27.441112,-58.983694|Segundo Puesto, Premio de los Niños y del Público, Bienal Internacional de Escultura 2006|||
447|One Chord|24-7-2006|Twardowski, Piotr|Polonia|Metal|447.JPG|Av. De los Inmigrantes 1001 - Museum|-27.437462,-58.98101|Primer Premio, Bienal Internacional de Escultura 2006|||
448|Rhythm of nature|24-7-2006|Jubran, Hanna|U.S.A.|Metal|448.JPG|Av. De los Inmigrantes 1001 - Museum|-27.437086,-58.981216|Mención del Jurado, Bienal Internacional de Escultura 2006|||
449|Sunrise|24-7-2006|Dongliang, Li|China|Metal|449.jpg|UOCRA (Barrio UOM)|-27.495631,-58.976275|Premio Honda Motor Argentina, Bienal Internacional de Escultura 2006|||
450|Música|27-8-2006|Dickson, Don|Canadá|Metal|450.JPG|Av. De los Inmigrantes 1001 - Museum|-27.43776,-58.980647|Premio Multicanal, Bienal Internacional de Escultura 2006|||
451|Trompetas de la Fama|27-8-2006|Lievore, Vicent|Francia|Metal|451.JPG|Parque Laguna Argüello|-27.454237,-58.973568|Premio Femechaco, Bienal Internacional de Escultura 2006|||
452|Renacer|7-9-2006|Fabriciano|Argentina|Metal|452.JPG|Av. Avalos 175|-27.44334,-58.992221||||
453|El sur tambien existe|30-11-2006|Bustillos, Juan|Bolivia|Mármol travetino|453.JPG|Av. Alberdi 283|-27.453446,-58.988879||||
454|Equilibrio Diagonal II|15-1-2007|Fabriciano|Argentina|Mármol travertino y granito|454.JPG|Santiago del Estero 246|-27.452332,-58.99206||||
455|De la Serie de las Ventanas III|29-1-2007|Fabriciano|Argentina|Mármol travertino y granito|455.JPG|Juan D. Perón 771|-27.446758,-58.99504||||
456|Parásito|2-5-2007|Francini, Bettino|Italia|Mármol travertino|456.JPG|Juan D. Perón 445|-27.449317,-58.99217||||
457|Anuestro Perro||Victoria|Desconocido|Cemento|457.JPG|Posadas 358|-27.443716,-58.988667||||
458|Título desconocido|7-9-2007|Abt, David|Argentina|Metal|458.JPG|Don Bosco 42|-27.449191,-58.983568||||
459|Introspección|00-02-2006|Fabriciano|Argentina|Marmól travertino|459.JPG|José Maria Paz 499|-27.456497,-58.988937||||
460|Un pájaro canta mejor en su árbol genealógico|4-9-2007|Juan Parafioritti|Argentina|Madera|460.JPG|Av. De los Inmigrantes 1001 - Museum|||||
461|Suelta de pájaros|7-9-2007|Daniel Ciancio|Argentina|Madera|461.JPG|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.444792,-59.049033||||
463|El Supremo|22-9-2007|Benítez, Nelson|Paraguay|Madera|463.JPG|Gral. Fotheringham y Carlos Gardel - E.G.B.3 Nº 518 Comandante Andresito|||||
464|Explosión|20-11-2007|Fabriciano|Argentina|Granito rojo|464.JPG|Av. Castelli 236|-27.459182,-58.991352||||
465|Q.E.P.D. América|27-12-2007|Tulian, Chalo|Argentina|Mármol Travertino|465.JPG|Av. Alvear 45|-27.457235,-58.994047||||
466|Tensión|31-12-2007|Fabriciano|Argentina|Mármol y metal|466.JPG|Arbo y Blanco 247|-27.457747,-58.983343|Medalla de Oro, Bienal Internacional de Escultura 2004|||
467|Señales|7-1-2008|Ferrer, Francisco|Argentina|Madera|467.JPG|Remedios de Escalada 555, Círculo de Suboficiales del Ejército.|-27.444428,-58.984338||||
468|Malvinas|8-2-2008|Fabriciano|Argentina|Hormigon|468.JPG|Av. Sarmiento y ruta Nicolas Avellaneda|-27.422664,-58.957586||||
469|San Fernando||Fabriciano|Argentina|Mármol travertino|469.JPG|"Parque Norte ""Caraguatá"""|-27.389618,-58.983359||||
470|Sol|28-7-2002|Fabriciano|Argentina|Mármol travertino|470.JPG|Av. Lavalle 700 al 800|-27.439212,-58.985832||||
471|Esperándote|15-6-2003|Fabriciano|Argentina|Mámol travertino y metal|471.JPG|Av. De los Inmigrantes 1001 - Museum|-27.437253,-58.980347||||
472|Pareja II||Fabriciano|Argentina|Granito negro|472.JPG|Av. Lavalle 450|-27.441802,-58.982581||||
473|Fraternidad|6-6-2008|Fabriciano|Argentina|Metal|473.JPG|Julio A. Roca 1799|-27.437677,-59.003544||||
474|Familia|9-6-2008|Fabriciano|Argentina|Madera|474.JPG|Julio A. Roca 1754|-27.437901,-59.003124||||
475|Descarga|9-6-2008|Fabriciano|Argentina|Granito negro|475.JPG|Julio A. Roca 1754|-27.43811,-59.002884||||
476|Punto de encuentro|9-6-2008|Fabriciano|Argentina|Granito rojo y negro|476.JPG|Salta 286|-27.451278,-58.99151||||
477|Victor Flam|23-6-2008|Mimo Eidman|Argentina|Marmol|477.JPG|Av. Marconi y Av. Hernandarias - Cementerio Israelita|-27.457443,-59.008762||||
478|Dina Flan de Eidman|2-7-2008|Fabriciano|Argentina|Marmol - Bronce |478.JPG|Av. Marconi y Av. Hernandarias - Cementerio Israelita|-27.457714,-59.008575||||
479|Samuel Eidman||Fabriciano|Argentina|Marmol - Bronce |479.JPG|Av. Marconi y Av. Hernandarias - Cementerio Israelita|-27.457708,-59.008621||||
480|Ida Resch de Judchak||Fabriciano|Argentina|Marmol |480.JPG|Av. Marconi y Av. Hernandarias - Cementerio Israelita|-27.457493,-59.008598||||
481|David Judchack||Fabriciano|Argentina|Marmol|481.JPG|Av. Marconi y Av. Hernandarias - Cementerio Israelita|-27.457514,-59.008553||||
482|Abraham Katz||Fabriciano|Argentina|Marmol|482.JPG|Av. Marconi y Av. Hernandarias - Cementerio Israelita|-27.457443,-59.008797||||
483|Maria Berembaum||Fabriciano|Argentina|Marmol|483.JPG|Av. Marconi y Av. Hernandarias - Cementerio Israelita|-27.457466,-59.00856||||
484|Juan Pablo II||Fabriciano|Argentina|Cemento|484.JPG|Av. Sarmiento 1200|-27.44154,-58.975838||||
485|Tiempo de encuentros|11-7-2008|Fabriciano|Argentina|Madera y metal|485.JPG|Av. Avalos y Av. 25 de Mayo|-27.444837,-58.993621||||
486|Energía|15-7-2008|Fabriciano|Argentina|Granito negro y cobre|486.JPG|Don Bosco 636|-27.453787,-58.9784||||
487|El Vigia|15-7-2008|Fabriciano|Argentina|Madera y metal|487.JPG|Av. Italia 758|-27.449162,-58.975529||||
488|La Sphère Opposée|20-7-2008|Lestander, Dan|Suecia|Resina|488.JPG|Av. De los Inmigrantes 1001 - Museum|-27.437841,-58.981262||||
489|Ave|20-7-2008|Musante, Mauro|Argentina|Metal|489.JPG|Av. De los Inmigrantes 1001 - Museum|-27.43766,-58.981573||||
490|La vida es una para toda la vida|23-7-2008|Tulian, Chalo|Argentina|Madera|490.JPG|Cangallo 110|-27.446606,-58.993759||||
491|Sentinela||Fabriciano|Argentina|Granito|491.JPG|Colón 234 - Policia Federal Argentina.|-27.45606,-58.985188||||
492|Del vuelo al arraigo|17-7-2008|Arias, Marcelo|Argentina|Madera|492.JPG|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.444661,-59.049204||||
493|Viaje al interior||Wicnudel, Lily|Argentina|Acero inoxidable, vidrio, Cemento|493.JPG|Roque Saenz Peña 180|-27.454641,-58.985282||||
494|Mujer|8-3-2008|Adriana Oplanich|Argentina|Cemento|494.JPG|Sgto. Cabral y San Francisco Solano - Parque Ecológico Villa Prosperidad|-27.451361,-58.970387||||
495|Gigante herido|20-7-2008|Campin, Mariana|Desconocido|Granito y madera|495.JPG|Peatonal Juan D. Perón 0 al 100|-27.45199,-58.989061||||
496|Mis tres amores|27-8-2009|Calandria, Eduardo|Argentina|Metal|496.JPG|José Maria Paz 170|-27.45397,-58.986275||||
497|Fraternidad|20-7-2008|Vallone, Susana - Eidman, Mimo - Fabriciano|Argentina|Bronce|497.JPG|Peatonal Juan D. Perón 151|-27.451433,-58.989708||||
498|Plegaria|20-7-2008|Sotelo, Walter - Gómez Lollo, Humberto - Fabriciano|Argentina|Bronce|498.JPG|Peatonal Juan D. Perón 151|-27.451466,-58.989678||||
499|El Manto|20-7-2008|Sotelo, Walter - Gómez Lollo, Humberto - Fabriciano|Argentina|Bronce|499.JPG|Peatonal Juan D. Perón 151|-27.451418,-58.989683||||
500|Vuelo de paz|20-7-2008|Eidman, Mimo - Sotelo, Walter - Gómez Lollo, Humberto - Fabriciano|Argentina|Bronce|500.JPG|Peatonal Juan D. Perón 151|-27.451449,-58.989659||||
501|Moises||Ester, Stefan|Alemania|Madera de quebracho|501.JPG|Av. De los Inmigrantes 1001 - Museum|-27.437324,-58.980559||||
502|Cielo a la tierra - lluvia||Saito, Toru|Japón|Madera de urunday|502.JPG|Av. De los Inmigrantes 1001 - Museum|-27.436884,-58.981492|Gran Premio Chaco y de los Escultores, Bienal Internacional de Escultura 2008|||
503|Sin título||Pezzani, Juan|Argentina|Madera de urunday|503.JPG|Av. Lavalle 63|-27.44437,-58.980044|"Premio Fondo Nacional de las Artes, Mención del Jurado ""Telecom Argentina S.A."", Bienal Internacional de Escultura 2008"|||La estructura no se encuentra en su totalidad
504|Regeneración||Honarvar, Alí|Irán|Madera de quebracho|504.JPG|Av. Sarmiento 2100|-27.434532,-58.968323|Premio S.E.Ch.E.E.P, Bienal Internacional de Escultura 2008|||
505|No matarás||D`Avila, Cícero|Brasil|Madera de quebracho|505.JPG|Av. De los Inmigrantes - Rambla de las Esculturas|-27.438788,-58.981763|Premio Cámara de Diputados de la Provincia del Chaco, Bienal Internacional de Escultura 2008|||
506|El becerro de oro||Martinovic, Vladam|Servia|Madera de quebracho|506.JPG|Av. Velez Sarfield - Av Paraguay|-27.453511,-58.975095|Premio Standard Bank, Bienal Internacional de Escultura 2008|||
507|Qawak||Guillén Bezada, Pool|Perú|Madera de quebracho|507.JPG|Av. Wilde - Av Rivadavia|-27.443344,-58.986564|Premio Honda, Bienal Internacional de Escultura 2008|||
508|El pilar de los diez mandamientos|11-11-2009|Di Guglielmo, Doménico Antonio|Canadá|Madera de quebracho|508.JPG|Mitre 166|-27.449104,-58.986|Premio Ecom Chaco, Bienal Internacional de Escultura 2008|||
509|Honrarás a tu padre y a tu madre|29-12-2008|Pobornikova, Liliya|Bulgaria|Madera de quebracho|509.JPG|Av. De los Inmigrantes 1001 - Museum||Premio Banco de la Nación Argentina, Bienal Internacional de Escultura 2008|||
510|…aquel que me ama y respeta mis mandamientos…||Chlebek, Pawel|Polonia|Madera de quebracho|510.JPG|Av. De los Inmigrantes - Rambla de las Esculturas|-27.439455,-58.982487|Premio Fibertel, del Público y de los Niños, Bienal Internacional de Escultura 2008|||
511|Apoyo sin condiciones|17-11-2008|Fabriciano|Argentina|Granito rojo|511.JPG|Av. Castelli 1100, Instituto San Fernando Rey|-27.466946,-58.983729|Premio Femechaco, Bienal Internacional de Escultura 2008|||
512|Angel mensajero|5-3-2009|Eremin, Alexander|Rusia|Madera|512.JPG|"Bº Alberdi s/Nº, Centro Comunitario de Ayuda al Niño Desnutrido ""Cruz Roja"""|-27.476017,-59.014574||||
513|Encuentro|8-3-2008|Molina, Molly|Argentina|Metal|513.JPG|Sgto. Cabral y San Francisco Solano - Parque Ecológico Villa Prosperidad|-27.451357,-58.970528||||
514|Dogma II Nexo|4-8-2009|Mártire Dieguez, Omar|Argentina|Metal|514.JPG|Av. 25 de Mayo 1135|-27.442123,-58.996824||||
515|Familia|13-8-2009|Fabriciano|Argentina|Mármol travertino|515.JPG|Pueyrredón 152|-27.448404,-58.986916||||
516|Busto del Gral. Belgrano|12-11-2009|Marchese, Víctor|Argentina|Cemento|516.JPG|Av. Paraguay 401|-27.45039,-58.978606||||
517|Comunión|26-11-2009|Fabriciano|Argentina|Madera y mármol|517.JPG|Gral. Mansilla 76|-27.437289,-59.003393||||
518|Imágenes de esperanza|3-12-2009|Fabriciano|Argentina|Granito, bronce y cristal|518.JPG|Av. 9 de Julio 647|-27.456103,-58.980752||||
519|Bagual Fuentes||Diaz Cordoba, Luis|Argentina|Cemento|519.JPG|Plazoleta - Barrio Ricardo Güiraldes|-27.485931,-58.988901||||
520|Homenaje a Ertivio Acosta||Monzón, Jorge|Argentina|Cemento|520.JPG|Juan B. Justo 280 - Museo del Hombre Chaqueño.|-27.454107,-58.985085||||
521|Horizontes Tallados||Kordi, Jorge|Argentina|Cemento|521.JPG|Av. 25 de Mayo 555|-27.44692,-58.991433||||
522|Recordando||Korytnicki, Teresa|Argentina|Chapa|522.JPG|Ameghino 355|-27.456971,-58.986838||||
523|Sin Titulo||Benitez, Manuel|Argentina|Madera|523.JPG|Necochea 964|-27.456274,-58.997581||||
524|Totem Urbano|14-5-2010|Leonardo Gotleyb|Argentina|Hormigón armado, mosaico veneciano y hierro|524.JPG|Av. Las Heras 750|-27.463124,-58.986062||||
525|Cristo|13-8-2010|Torre, Eddie|Argentina|Metal|525.JPG|Av. 9 de julio 1101 - Hospital Julio C. Perrando|-27.459235,-58.976846||||
526|Idolo de la fertilidad|14-8-2010|Alvarez Lomba, Arturo|Argentina|Mármol travertino|526.JPG|San Lorenzo 375|-27.459525,-58.983571||||
527|Busto de Félix Codutti|8-10-2010|Benítez, Manuel|Argentina|Mármol reconstituído|527.JPG|Av. Hernandarias y Pje. Codutti|-27.448372,-58.997653||||
528|Espacio protector de la memoria|11-11-2010|Collemi, Raúl|Argentina|Madera|528.JPG|Colón 234 - Policia Federal Argentina|-27.456029,-58.985145||||
529|Connection|12-11-2010|Esterbauer, Stefan|Austria|Mármol travertino|529.JPG|Corrientes 1130|-27.439779,-58.994||||
530|Charnela|15-11-2010|Rebolledo, Dalmiro|Argentina|Metal|530.JPG|Av. Vélez Sárfield 30|-27.457302,-58.978987||||
531|Vuelo solidario|9-12-2009|Fabriciano|Argentina|Madera - Metal|531.jpg|Av. 25 de Mayo 899|-27.44414,-58.994552||||
532|Contracara |9-12-2010|Fabriciano|Argentina|Marmol Travertino|532.JPG|Ameghino 656|-27.459394,-58.984257||||
533|Simbolismo Vital||Abalos Cussi  Aguedo|Argentina|Marmol Travertino|533.jpg|Av. 25 de Mayo 1850|-27.436367,-59.003001||||
534|Vagabundo|27-5-2011|Fabriciano|Argentina|Marmol - Acero Inoxidable |534.jpg|Av. Italia 50|-27.454655,-58.981651||||
535|Catedral Espacial|3-6-2011|Mabel Remeseiro|Argentina|Metal|535.JPG|Av. 25 de Mayo 2350|-27.433149,-59.008588||||
536|Dialogo ||Fausto Caner|Argentina |Lava Bolcanica |536.JPG|Frondizi 217|-27.453694,-58.987519||||
537|Cecilia Creiman de Kuc||Mimo Eidman|Argentina|Marmol Travertino|537.JPG|Av. Marconi y Av. Hernandarias - Cementerio Israelita|-27.457396,-59.008747||||
538|Golda Dar de Katz||Mimo Eidman|Argentina|Marmol Travertino|538.JPG|Av. Marconi y Av. Hernandarias - Cementerio Israelita|-27.457415,-59.008839||||
539|San Martín||Luis Perlotti|Argentina|Bronce|539.JPG|Av. Italia 150 - Municipalidad de Resistencia.|-27.453982,-58.980706||||
540|Greenpeace||Ernesto Aragon |Argentina|Metal|540.JPG|Av. Sarmiento 200 al 300|-27.449276,-58.984418||||
541|La Memoria de los Tiempos|2-9-2011|Daniel Ventura|Argentina|Madera|541.JPG|Barrio Felipe Gallardo |-27.407395,-58.966582||||
542|Cabeza|6-9-2011|Aurelio Macchi|Argentina |Cemento|542.JPG|Peatonal Juan D. Perón 120|-27.451714,-58.989281||||
543|Mensaje de paz|10-9-2011|Fabriciano|Argentina|Acero Inoxidable|543.JPG|Parque Urbano Tiro Federal |-27.47053,-58.977574||||
544|1492||Juan Bengler|Argentian|Marmol Travertino|544.JPG|Av. De los Inmigrantes 1001 - Museum|-27.437527,-58.980894||||
545|Soporte|28-10-2011|Fabriciano|Argentina|Marmol Trvertino|545.JPG|Pellegrini 212 - CPCE|-27.451033,-58.982801||||
546|Idea Global|27-12-2011|Vahe Thokmajyan |Canada|Marmol Travertino|546.JPG|Brown 70|-27.45020924997419,-58.98411512374878||||
547|Madre Escudo |1-1-2012|Nestor Javier Confalonieri|Argentina|Marmol Travertino|547.JPG|Av. Velez Sarfield   441|-27.453884,-58.97579|Tercer Premio - Bienal Internacional de Escultura 2010 |||
548|Maternidad|7-2-2012|Desconocido|Desconocido|Bronce|548.JPG|Av. Alberdi 236|-27.453008,-58.988477||||
549|La Siesta|20-3-2012|Gregorio La Ferrere|Argentina|Cemento|549.JPG|Av. Sarmiento 400 al 500|-27.447805,-58.982836||||
550|Movi-Viento|22-6-2012|David Abt|Argentina|Acero Inoxidable|550.JPG|Santa Fe  138|-27.448488,-58.985902||||
551|Donde esta mama, donde esta papa|13-7-2012|Baku Inoue|Japon|Marmol Travertino|551.JPG|Av. De los Inmigrantes 1001 - Museum|-27.436265,-58.981503||||
552|Fraternidad II|17-7-2012|Fabriciano|Argentina|Marmol Travertino|552.JPG|Julio A. Roca 1647|-27.438841,-59.002228||||
553|Fraternidad III|17-7-2012|Fabriciano|Argentina|Marmol Travertino|553.JPG|Julio A. Roca 1669|-27.4387,-59.002394||||
554|Caminos de la Vida|27-7-2012|Fabriciano|Argentina|Marmol Travertino- Acero Inoxidable|554.JPG|Av. Italia 191 - Vialidad Nacional|-27.453427,-58.980626||||
555|Estudio|18/010/2012|Nevot Antonio Miguel|Argentina|Bronce|555.jpg|Brown 42|-27.449971,-58.984392||||
556|Esperando el encuentro|8-11-2012|Mercedes Valsecchi|Argentina|Resina|556.JPG|Av. Alberdi 354|-27.453913,-58.989522||||
557|Simplemente Mujer|15-11-2012|Fabriciano|Argentina|Marmol|557.JPG|Av. Wilde 701 |-27.441669,-58.984783||||
558|Sin Titulo|29-11-2012|Zulema Adaime|Argentina|Metal|558.jpg|Cervantes 710|-27.462236,-58.986371||||
559|Vuelo de Amistad|3-12-2012|Fabriciano|Argentina|Marmol Travertino|559.jpg|Julio A. Roca 1785|-27.437777,-59.003445||||
560|Vuelo a la Eternidad|3-12-2012|fabriciano|Argentina|Marmol Travertino|560.JPG|Julio A. Roca 1720|-27.438135,-59.002857||||
561|Rompecabeza|6-12-2012|Wang Lan-Biao|Taiwan|Marmol Travertino|561.jpg|Av. Alvear 50 - Canal 9|-27.456914,-58.993879||||
562|Coya, Toba, Mapuche|28-12-2012|Nestor Vildoza|Argentina|Marmol Travertino|562.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.438367,-58.981168||||
563|Bolsa de Leche|28-12-2012|Mahadev Prabhudesai |India|Marmol Travertino|563.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.438541,-58.981452||||
564|Progreso Global|28-12-2012|Levon Tokmajyan |Armenia|Marmol Travertino|564.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.438929,-58.981871||||
565|Memorando de un investigador Interestelar|28-12-2012| Im Ho Young |Corea del Sur|Marmol Travertino|565.JPG|Av. de los Inmigrantes, Rambla de las Esculturas|-27.438967,-58.981916||||
